episode,total_reward,episode_length,loss
67,-6.513853583807645,26,-6.60811710357666
68,-5.96246822542688,129,-1.5042229890823364
69,-6.066221402884192,51,-4.097756862640381
70,-5.659599262595774,117,-2.289156436920166
71,-5.3936393363361965,103,-2.837282657623291
72,-5.854275402702577,12,-8.253996849060059
73,-5.86884786243232,64,-4.18539571762085
74,-6.281963076189088,12,-6.761804103851318
75,-6.353766768570179,51,-4.169660568237305
76,-6.018390091713162,103,-2.669670581817627
77,-5.716551082541845,103,-2.5305700302124023
78,-6.144895974287661,12,-8.175933837890625
79,-6.2304063768588955,52,-4.448265552520752
80,-6.607365739173006,12,-6.15781831741333
81,-6.846629165255706,25,-7.269721508026123
82,-6.9619662487301355,39,-5.100947856903076
83,-6.865769623857123,64,-3.559300422668457
84,-5.97919266147141,168,-0.6938785910606384
85,-6.08127339532427,51,-5.004380226135254
86,-5.873146055791843,90,-3.063664436340332
87,-6.285831450212659,12,-4.736581802368164
88,-5.757248305191393,129,-1.6475721597671509
89,-5.381523474672254,116,-2.1243834495544434
90,-5.643371127205029,38,-4.992603302001953
91,-6.0790340144845265,12,-10.98080825805664
92,-5.971130613036074,77,-3.480778217315674
93,-6.174017551732467,38,-5.840735912322998
94,-5.956615796559221,90,-2.9235334396362305
95,-6.260954216903299,25,-7.286064624786377
96,-6.4348587952129686,39,-5.595610618591309
97,-6.491372915691672,52,-4.816777229309082
98,-6.5422356241225055,51,-4.57200288772583
99,-6.688012061710255,38,-5.971160411834717
100,-6.81921085553923,38,-5.755246639251709
101,-7.037289769985307,25,-4.319001197814941
102,-6.7335607929867765,90,-2.6708152294158936
103,-6.460204713688099,90,-3.1255548000335693
104,-5.914184242319289,129,-1.5160647630691528
105,-6.32276581808736,12,-7.938235759735107
106,-6.590489236278625,25,-2.755214214324951
107,-6.931440312650762,12,-2.1586644649505615
108,-7.238296281385686,12,-2.6739864349365234
109,-7.214466653247118,51,-4.029911041259766
110,-6.793019987922406,103,-2.318209648132324
111,-6.813717989130166,52,-4.242826461791992
112,-7.03234619021715,25,-6.167689323425293
113,-7.129111571195435,38,-4.9986395835876465
114,-7.016200414075891,64,-4.079188346862793
115,-6.614580372668303,103,-2.760416269302368
116,-6.153122335401473,116,-1.7537434101104736
117,-6.137810101861325,64,-3.685368299484253
118,-4.624029091675192,259,0.8748337626457214
119,-5.061626182507673,25,-7.364159107208252
120,-4.955463564256907,90,-2.982438802719116
121,-5.459917207831216,12,-8.017828941345215
122,-5.913925487048095,12,-9.002911567687988
123,-6.322532938343286,13,-8.491445541381836
124,-5.490279644508957,168,-0.738761842250824
125,-5.641251680058061,51,-4.310975074768066
126,-5.8771265120522544,38,-4.396308898925781
127,-5.989413860847029,51,-4.509139537811279
128,-6.390472474762326,13,-7.522430896759033
129,-5.551425227286094,168,-0.7192394137382507
130,-5.3962827045574855,90,-2.505600929260254
131,-5.556654434101738,51,-3.943690061569214
132,-5.300988990691564,103,-2.6626012325286865
133,-5.770890091622407,12,-1.7472610473632812
134,-6.093801082460167,25,-6.318104267120361
135,-6.384420974214151,25,-2.3905551433563232
136,-6.745978876792735,12,-5.627952575683594
137,-7.071380989113462,12,-3.9431135654449463
138,-7.264242890202116,25,-5.086867809295654
139,-7.237818601181905,51,-2.644528865814209
140,-7.514036741063714,12,-3.2760207653045654
141,-7.162633066957343,90,-2.210625171661377
142,-7.146369760261609,51,-2.469259262084961
143,-6.331732784235449,155,-0.6622239351272583
144,-6.198559505811904,77,-2.3535385131835938
145,-6.378703555230714,38,-5.079752445220947
146,-6.440833199707643,51,-4.00167989730835
147,-5.896749879736879,129,-1.8629072904586792
148,-6.207074891763192,25,-5.110348701477051
149,-5.886367402586872,103,-2.217542886734009
150,-5.097730662328185,168,-0.59773188829422
151,-3.0879575960953662,337,1.4908134937286377
152,-3.6791618364858296,25,-5.66670036315918
153,-4.311245652837247,12,-5.310043811798096
154,-4.580121087553522,51,-4.151327610015869
155,-4.72210897879817,64,-3.575080394744873
156,-5.249898080918353,12,-5.718858242034912
157,-5.424908272826518,51,-3.5046913623809814
158,-5.882417445543866,12,-3.4559528827667236
159,-5.89417570098948,64,-3.8133492469787598
160,-6.304758130890533,12,-7.659191131591797
161,-6.5742823178014795,25,-3.8083574771881104
162,-6.716854086021332,38,-4.376955986022949
163,-6.4451686774192,90,-2.5194239616394043
164,-6.7006518096772805,25,-6.058978080749512
165,-7.030586628709552,12,-8.324212074279785
166,-7.027527965838598,51,-4.283497333526611
167,-6.824775169254738,77,-3.219320297241211
168,-7.1422976523292645,12,-9.193739891052246
169,-7.028067887096338,64,-3.8586113452911377
170,-7.325261098386704,12,-2.7720863819122314
171,-5.592734988548034,272,0.478535532951355
172,-6.033461489693231,12,-4.05366849899292
173,-6.030115340723908,64,-2.8024914264678955
174,-6.127103806651518,51,-1.4006692171096802
175,-6.514393425986366,12,-2.7664058208465576
176,-6.36295408338773,77,-2.91202974319458
177,-6.626658675048957,25,-1.4534218311309814
178,-6.963992807544061,12,-0.5068572759628296
179,-7.1675935267896556,25,-2.5931568145751953
180,-7.25083417411069,38,-2.8909049034118652
181,-7.12575075669962,64,-1.4993870258331299
182,-7.413175681029658,12,-0.4470820724964142
183,-7.571858112926693,25,-0.3873801827430725
184,-7.114672301634023,103,-1.5143910646438599
185,-7.403205071470621,12,-0.5334720015525818
186,-7.26288456432356,64,-2.2497620582580566
187,-7.436596107891204,25,-1.7117098569869995
188,-7.592936497102084,26,-4.442065715789795
189,-7.333642847391876,77,-3.1339797973632812
190,-7.200278562652688,64,-3.003159999847412
191,-7.4802507063874195,12,-1.3559809923171997
192,-7.632225635748678,25,-3.414346694946289
193,-7.86900307217381,12,-2.845456838607788
194,-7.98210276495643,25,-2.7728731632232666
195,-7.1838924884607875,142,-1.6779910326004028
196,-6.265503239614708,168,-0.8532934784889221
197,-6.538952915653238,25,-6.634088039398193
198,-6.685057624087914,38,-4.958153247833252
199,-6.916551861679124,26,-3.407371759414673
200,-6.624896675511212,90,-3.1110565662384033
201,-6.962407007960091,12,-9.240592002868652
202,-6.666166307164082,90,-2.5823354721069336
203,-6.799549676447674,38,-6.795955657958984
204,-6.619594708802906,77,-3.9316458702087402
205,-6.7576352379226154,38,-5.720885276794434
206,-6.781871714130355,51,-4.200671672821045
207,-6.903684542717319,38,-6.036457061767578
208,-6.113316088445588,155,-0.6857659816741943
209,-6.2019844796010295,51,-4.013040065765381
210,-5.981786031640927,90,-2.461092710494995
211,-6.083607428476834,51,-3.201817035675049
212,-5.775246685629151,103,-2.30424165725708
213,-5.497722017066236,103,-1.7220102548599243
214,-5.247949815359612,103,-2.3789515495300293
215,-5.423154833823651,51,-3.4038002490997314
216,-5.580839350441287,51,-2.178455352783203
217,-5.122755415397158,129,-0.751783549785614
218,-5.610479873857442,12,-3.9194180965423584
219,-4.049431886471698,272,0.7764378786087036
220,-4.244488697824528,64,-2.0855295658111572
221,-4.820039828042075,12,-3.127019166946411
222,-5.038035845237868,52,-3.790902614593506
223,-4.934232260714082,90,-2.606008768081665
224,-5.1408090346426745,51,-3.8923113346099854
225,-4.826728131178407,116,-1.3620736598968506
226,-5.244055318060567,25,-4.923666477203369
227,-5.61964978625451,25,-4.814187049865723
228,-5.8576848076290595,38,-4.208454608917236
229,-6.171916326866154,25,-5.569263935089111
230,-6.554724694179539,12,-6.7177300453186035
231,-6.799252224761585,25,-4.41445779800415
232,-6.819327002285427,51,-3.5761473178863525
233,-7.037394302056885,25,-6.153713226318359
234,-6.533654871851197,116,-1.5772321224212646
235,-6.380289384666077,77,-2.3904364109039307
236,-6.742260446199469,12,-6.318633556365967
237,-6.868034401579522,38,-4.334161758422852
238,-6.68123096142157,77,-2.532414197921753
239,-6.713107865279413,51,-3.392366647720337
240,-7.041797078751472,12,-5.5431227684021
241,-7.037617370876325,51,-3.949631690979004
242,-6.633855633788692,103,-1.9166076183319092
243,-6.9704700704098235,12,-6.529860973358154
244,-6.773423063368841,77,-3.6307473182678223
245,-6.996080757031957,25,-6.1064934730529785
246,-6.796472681328762,77,-3.094672203063965
247,-6.116825413195886,142,-1.2749855518341064
248,-6.405142871876298,25,-5.724210739135742
249,-6.164628584688669,90,-2.9278225898742676
250,-6.3481657262198015,38,-4.755514621734619
251,-6.713349153597822,12,-7.027092456817627
252,-7.04201423823804,12,-7.982402801513672
253,-7.237812814414236,25,-3.921765089035034
254,-7.214031532972813,52,-4.298841953277588
255,-6.392628379675532,155,-1.0935856103897095
256,-6.65336554170798,25,-4.087418556213379
257,-6.588028987537182,64,-3.7234060764312744
258,-5.329226088783464,220,0.272003173828125
259,-4.696303479905119,155,-0.806079089641571
260,-5.226673131914607,12,-4.922475337982178
261,-5.304005818723146,64,-3.7228870391845703
262,-5.473605236850832,51,-4.0896992683410645
263,-5.926244713165749,12,-6.566595077514648
264,-5.433620241849174,129,-1.6033356189727783
265,-5.790258217664257,25,-6.408077239990234
266,-5.711232395897832,77,-3.1630725860595703
267,-5.440109156308049,103,-2.250030755996704
268,-5.396098240677244,77,-3.272979497909546
269,-4.85648841660952,142,-1.2073644399642944
270,-4.770839574948568,90,-2.4376657009124756
271,-5.093755617453711,38,-4.0548601150512695
272,-4.88438005570834,103,-2.1153767108917236
273,-5.195942050137506,38,-4.776712417602539
274,-5.076347845123756,90,-2.7195799350738525
275,-5.468713060611381,26,-7.067000389099121
276,-5.821841754550244,25,-5.737011909484863
277,-5.739657579095219,77,-3.584383010864258
278,-6.165691821185697,12,-8.661829948425293
279,-5.449122639067128,155,-0.8718302845954895
280,-5.204210375160415,103,-2.5779056549072266
281,-5.183789337644374,77,-3.743396282196045
282,-5.665410403879936,12,-9.828341484069824
283,-6.098869363491943,12,-8.95959758758545
284,-5.488982427142749,142,-1.3173797130584717
285,-5.240084184428474,103,-2.4260177612304688
286,-5.016075765985627,103,-2.949918508529663
287,-4.114468189387064,194,-0.3620019853115082
288,-4.703021370448358,13,-8.50960922241211
289,-4.332719233403522,129,-1.8735612630844116
290,-4.39944731006317,77,-3.2946317195892334
291,-4.7595025790568535,38,-5.059638977050781
292,-5.283552321151168,12,-8.030518531799316
293,-5.555197089036051,38,-4.555453300476074
294,-5.799677380132446,38,-4.79595947265625
295,-6.219709642119202,12,-1.44525146484375
296,-6.497738677907282,25,-1.9401919841766357
297,-6.8479648101165544,12,-3.92048716545105
298,-5.563168329104899,220,-0.09775688499212265
299,-6.006851496194409,12,-4.615037441253662
300,-5.106166346574969,181,-0.48305633664131165
301,-5.595549711917472,12,-9.88460922241211
302,-5.935994740725725,25,-1.0020447969436646
303,-4.342395266653153,272,1.0425195693969727
304,-4.208155739987838,103,-2.4508461952209473
305,-4.587340165989054,38,-5.090015888214111
306,-5.028606149390149,25,-4.157182693481445
307,-5.325745534451134,38,-5.9119181632995605
308,-5.293170981006021,77,-3.087949752807617
309,-5.6638538829054195,25,-5.667401313781738
310,-5.897468494614878,38,-5.313924789428711
311,-5.80772164515339,77,-3.854767322540283
312,-6.226949480638051,13,-9.421199798583984
313,-5.804254532574246,116,-1.94840669631958
314,-5.223829079316822,142,-1.4258290529251099
315,-4.60144617138514,155,-1.1815154552459717
316,-4.941301554246626,38,-4.056795120239258
317,-2.5471713988219626,389,1.784452199935913
318,-3.0924542589397666,38,-6.240630149841309
319,-2.88320883304579,129,-1.1684874296188354
320,-2.994887949741211,91,-2.650864362716675
321,-3.4953991547670897,38,-3.756756544113159
322,-2.945859239290381,168,-0.5022478699684143
323,-3.151273315361343,77,-0.9947071075439453
324,-3.536145983825209,51,-3.7976367473602295
325,-3.8825313854426886,51,-3.1209304332733154
326,-4.4942782468984195,12,-3.485917806625366
327,-4.644850422208577,64,-2.4278602600097656
328,-4.980365379987719,38,-0.23622582852840424
329,-5.482328841988948,12,-0.3187513053417206
330,-5.934095957790053,12,-0.32785189151763916
331,-6.240686362011048,25,-0.323923796415329
332,-6.316617725809944,51,-0.643728494644165
333,-6.38495595322895,51,-0.4275784492492676
334,-6.146460357906055,90,-2.3691647052764893
335,-6.03181432211545,77,-2.1447696685791016
336,-6.428632889903905,12,-0.8372405171394348
337,-6.5857696009135145,38,-3.1404812335968018
338,-6.8271926408221635,25,-4.376846790313721
339,-6.8444733767399475,51,-4.030257701873779
340,-6.6600260390659525,77,-2.6448135375976562
341,-6.194023435159358,116,-2.2214531898498535
342,-6.574621091643422,12,-2.0365993976593018
343,-6.71715898247908,38,-5.486743450164795
344,-6.645443084231172,64,-3.2822446823120117
345,-6.880898775808055,25,-4.226222038269043
346,-6.99280889822725,38,-4.847690582275391
347,-7.193528008404526,25,-5.726762294769287
348,-7.1741752075640735,51,-5.523195266723633
349,-7.256757686807666,38,-5.576859951019287
350,-7.331081918126899,38,-4.113397121429443
351,-6.99797372631421,91,-3.3086161613464355
352,-6.398176353682788,129,-1.8862943649291992
353,-6.358358718314509,64,-3.428792715072632
354,-5.722522846483058,142,-1.5911604166030884
355,-6.050270561834753,25,-4.489706039428711
356,-6.145243505651278,51,-4.62187385559082
357,-6.430719155086151,25,-5.67324686050415
358,-6.387647239577536,64,-3.5568881034851074
359,-6.148882515619783,90,-2.814929485321045
360,-6.533994264057805,13,-4.290462970733643
361,-6.8805948376520245,12,-4.014413356781006
362,-5.692535353886822,207,0.112141914665699
363,-5.92328181849814,38,-4.604084014892578
364,-5.330953636648326,142,-1.811985731124878
365,-5.297858272983493,77,-3.7130894660949707
366,-4.968072445685144,116,-1.9846227169036865
367,-5.27126520111663,38,-6.007838726043701
368,-5.544138681004966,38,-4.685174465179443
369,-5.98972481290447,12,-4.244899272918701
370,-5.790752331614024,90,-2.6926307678222656
371,-5.311677098452621,129,-1.5973758697509766
372,-5.38050938860736,64,-4.585092544555664
373,-2.8424584497466236,402,1.968445897102356
374,-3.4582126047719615,25,-4.521780014038086
375,-3.7123913442947654,64,-3.369218111038208
376,-2.541152209865289,246,0.4251024127006531
377,-2.2870369888787603,142,-1.157355546951294
378,-2.0583332899908844,142,-1.3365408182144165
379,-2.8524999609917963,12,-2.59512996673584
380,-3.067249964892617,77,-2.8485970497131348
381,-2.960524968403355,116,-1.776401400566101
382,-3.1644724715630197,77,-2.556580066680908
383,-3.748025224406718,25,-3.313039541244507
384,-1.7732227019660458,351,0.9309453964233398
385,-2.595900431769441,12,-0.675973117351532
386,-2.936310388592497,64,-1.4031583070755005
387,-2.8426793497332477,116,-1.6255780458450317
388,-3.4584114147599228,25,-0.26320013403892517
389,-3.5125702732839303,90,-1.8701910972595215
390,-3.4613132459555374,103,-1.138961672782898
391,-3.815181921359984,51,-1.2537579536437988
392,-4.333663729223986,25,-0.316962331533432
393,-4.800297356301587,25,-1.1427197456359863
394,-4.920267620671428,64,-0.4679412245750427
395,-5.428240858604285,13,-3.053480863571167
396,-5.085416772743857,116,-1.4238426685333252
397,-5.276875095469472,51,-2.927199602127075
398,-4.949187585922525,116,-1.4808275699615479
399,-4.954268827330273,77,-0.5519182682037354
400,-5.358841944597246,25,-0.4519727826118469
401,-5.822957750137522,12,-0.5591723918914795
402,-6.040661975123769,38,-3.614269495010376
403,-6.136595777611393,51,-1.8312183618545532
404,-6.322936199850253,38,-0.6530075669288635
405,-6.190642579865228,77,-0.3083491921424866
406,-6.471578321878706,25,-1.4972305297851562
407,-6.5244204896908355,51,-2.598282814025879
408,-6.471978440721752,64,-1.2743914127349854
409,-6.724780596649578,25,-3.7776238918304443
410,-6.952302536984621,25,-1.8889782428741455
411,-6.757072283286159,77,-0.7798856496810913
412,-6.881365054957543,38,-2.3739311695098877
413,-6.3932285494617895,116,-0.14241479337215424
414,-5.953905694515611,116,-0.6781362295150757
415,-6.258515125064051,25,-2.980393648147583
416,-6.432663612557645,38,-1.5388259887695312
417,-6.689397251301881,25,-2.13204288482666
418,-5.820457526171693,168,-0.9466786980628967
419,-5.5384117735545235,103,-1.8818519115447998
420,-5.984570596199071,12,-5.669005870819092
421,-5.886113536579164,77,-1.1059120893478394
422,-4.897502182921247,194,0.12193978577852249
423,-5.307751964629123,25,-1.582955002784729
424,-5.676976768166211,25,-2.3548738956451416
425,-5.00927909134959,155,-0.3053043484687805
426,-4.008351182214631,207,-0.06257714331150055
427,-4.407516063993168,38,-0.5815596580505371
428,-4.966764457593852,12,-0.6808240413665771
429,-5.370088011834468,25,-1.388006567955017
430,-5.233079210651021,90,-0.3146107494831085
431,-5.309771289585919,64,-1.579555630683899
432,-5.678794160627328,25,-0.7268843650817871
433,-6.110914744564596,12,-5.681832790374756
434,-6.499823270108137,12,-3.737316846847534
435,-6.649840943097323,38,-1.0626287460327148
436,-6.784856848787591,38,-1.1499981880187988
437,-7.006371163908832,25,-4.438826084136963
438,-6.4057340475179485,129,-0.37279772758483887
439,-6.465160642766154,51,-1.6887555122375488
440,-5.4186445784895385,194,0.08149309456348419
441,-5.276780120640585,90,-1.3244165182113647
442,-5.149102108576527,90,-0.5936622619628906
443,-5.334191897718875,51,-2.125580310821533
444,-5.8007727079469875,12,-1.2899327278137207
445,-5.920695437152289,51,-2.164949417114258
446,-6.32862589343706,12,-2.264984130859375
447,-5.295763304093354,194,0.10593636333942413
448,-5.766186973684019,12,-2.955465078353882
449,-6.089568276315617,25,-4.841619491577148
450,-6.480611448684056,12,-3.0553836822509766
451,-6.732550303815651,25,-3.4242124557495117
452,-6.959295273434086,25,-3.474752187728882
453,-7.2633657460906775,12,-6.244317531585693
454,-7.33702917148161,38,-3.8695225715637207
455,-7.003326254333449,90,-1.8274027109146118
456,-6.202993628900105,155,-0.5020023584365845
457,-6.282694266010094,51,-2.301222801208496
458,-5.154424839409085,207,-0.297610878944397
459,-5.438982355468177,38,-2.2598562240600586
460,-5.89508411992136,12,-3.4377357959747314
461,-5.805575707929224,77,-1.0866031646728516
462,-5.925018137136302,51,-2.9204766750335693
463,-6.132516323422672,38,-3.4813289642333984
464,-6.519264691080404,12,-5.836117267608643
465,-6.567338221972364,51,-2.152764320373535
466,-6.610604399775128,51,-2.1981072425842285
467,-6.849543959797615,25,-5.638614654541016
468,-6.864589563817854,51,-3.139569044113159
469,-6.578130607436069,90,-1.6040757894515991
470,-6.520317546692462,64,-2.33621883392334
471,-6.868285792023216,12,-3.4097633361816406
472,-6.881457212820894,51,-3.1221258640289307
473,-5.893311491538805,181,-0.47589558362960815
474,-5.903980342384925,64,-2.7865054607391357
475,-6.2135823081464325,25,-7.8120832443237305
476,-5.59222407733179,142,-1.3271594047546387
477,-5.933001669598611,25,-4.488825798034668
478,-4.63970150263875,233,0.1803857535123825
479,-4.675731352374875,77,-2.288388967514038
480,-5.208158217137387,12,-6.082309722900391
481,-3.387342395423649,311,0.9225254058837891
482,-3.948608155881284,25,-5.593698501586914
483,-4.353747340293156,38,-4.093981742858887
484,-4.61837260626384,51,-3.7747604846954346
485,-5.056535345637457,25,-4.97260856628418
486,-5.550881811073711,12,-5.533541202545166
487,-5.795793629966339,38,-4.475787162780762
488,-6.116214266969706,25,-5.581623554229736
489,-6.404592840272736,25,-5.377109527587891
490,-6.664133556245463,25,-4.175507545471191
491,-6.897720200620917,25,-5.933444976806641
492,-6.707948180558826,77,-3.117670774459839
493,-6.237153362502943,116,-1.6878348588943481
494,-5.51343802625265,155,-0.7835996150970459
495,-5.462094223627385,77,-2.8103480339050293
496,-5.315884801264646,90,-2.427534341812134
497,-3.284296321138182,337,1.2848200798034668
498,-3.355866689024364,90,-2.813427686691284
499,-3.720280020121928,51,-3.594808578491211
500,-3.448252018109735,129,-1.2674007415771484
501,-3.303426816298762,116,-2.1951727867126465
502,-3.7730841346688857,38,-4.420502185821533
503,-4.195775721201997,38,-6.294477939605713
504,-3.4761981490817977,181,-0.6214640736579895
505,-4.028578334173618,25,-4.079044818878174
506,-3.425720500756256,168,-0.6825228333473206
507,-3.7831484506806308,51,-4.054074287414551
508,-4.304833605612568,25,-5.757467269897461
509,-4.8743502450513105,12,-6.519717693328857
510,-4.28691522054618,155,-0.6352145075798035
511,-4.158223698491562,103,-2.030327558517456
512,-4.642401328642406,25,-5.060800075531006
513,-4.878161195778166,51,-4.684781074523926
514,-5.190345076200349,38,-4.819261074066162
515,-5.6713105685803145,12,-5.1871337890625
516,-6.004179511722284,25,-6.868506908416748
517,-5.603761560550056,116,-2.029977560043335
518,-5.84338540449505,38,-5.967404365539551
519,-6.159046864045546,25,-5.4401679039001465
520,-6.4431421776409925,25,-5.600950717926025
521,-5.898827959876893,129,-1.2321535348892212
522,-4.608945163889204,233,0.3793589770793915
523,-4.848050647500283,51,-1.988865852355957
524,-5.163245582750255,38,-2.5308706760406494
525,-5.64692102447523,12,-9.897723197937012
526,-6.082228922027707,12,-3.9913957118988037
527,-5.9740060298249364,77,-2.9741451740264893
528,-6.176605426842443,38,-2.309777021408081
529,-6.258944884158199,51,-2.9711363315582275
530,-6.133050395742379,77,-2.8681509494781494
531,-6.5197453561681415,12,-5.7312445640563965
532,-6.767770820551328,25,-2.295588493347168
533,-6.890993738496195,38,-3.0885941982269287
534,-7.101894364646576,25,-2.7185592651367188
535,-7.391704928181919,12,-0.854633629322052
536,-7.652534435363727,12,-0.8870603442192078
537,-7.687280991827354,38,-3.1204745769500732
538,-7.418552892644619,77,-1.5105671882629395
539,-6.8766976033801575,116,-0.4622344672679901
540,-6.889027843042142,51,-3.177067279815674
541,-7.1001250587379285,25,-6.40346622467041
542,-6.990112552864137,64,-3.586552143096924
543,-6.491101297577723,116,-1.2811487913131714
544,-6.741991167819951,25,-3.9470512866973877
545,-5.267792051037956,246,0.48521533608436584
546,-5.341012845934161,64,-3.198850631713867
547,-5.606911561340745,38,-3.2039527893066406
548,-5.546220405206671,77,-2.9180548191070557
549,-5.291598364686004,103,-1.6237212419509888
550,-5.162438528217404,90,-2.310487985610962
551,-5.446194675395663,38,-7.0177836418151855
552,-5.401575207856097,77,-2.7708945274353027
553,-4.961417687070487,129,-1.5964834690093994
554,-5.365275918363438,25,-10.091551780700684
555,-5.628748326527094,38,-6.462673664093018
556,-5.765873493874385,51,-5.11850118637085
557,-5.489286144486947,104,-2.1808078289031982
558,-5.940357530038252,12,-7.291809558868408
559,-5.6463217770344265,103,-3.0792248249053955
560,-5.981689599330984,25,-6.1835479736328125
561,-5.983520639397886,64,-3.14931058883667
562,-6.285168575458098,25,-3.0128743648529053
563,-6.356651717912288,52,-4.698372840881348
564,-6.020986546121059,103,-1.5064525604248047
565,-6.418887891508954,12,-6.147268295288086
566,-6.776999102358058,12,-5.710719585418701
567,-6.899299192122252,38,-1.888056755065918
568,-7.209369272910028,12,-3.3644659519195557
569,-7.088432345619026,64,-3.9996337890625
570,-6.379589111057124,142,-0.7980223894119263
571,-5.241630199951412,207,-0.15553362667560577
572,-5.51746717995627,38,-1.207915186882019
573,-3.965720461960643,272,0.35383424162864685
574,-4.169148415764579,64,-1.0707318782806396
575,-4.152233574188122,90,-1.7703351974487305
576,-4.03701021676931,104,-0.9862967729568481
577,-4.3333091950923786,51,-1.629765510559082
578,-4.699978275583141,38,-3.44329833984375
579,-4.629980448024828,90,-1.2696810960769653
580,-3.7669824032223453,194,-0.6973373293876648
581,-3.990284162900111,64,-1.9146640300750732
582,-4.3912557466101,38,-1.21796452999115
583,-4.85213017194909,25,-1.1709914207458496
584,-4.9669171547541815,64,-0.8820534944534302
585,-4.670225439278764,116,-0.3348042666912079
586,-2.903202895350888,311,0.6153267025947571
587,-3.512882605815799,25,-0.3018803596496582
588,-4.061594345234219,25,-0.25995802879333496
589,-4.655434910710797,12,-3.6773946285247803
590,-4.189891419639718,142,-0.07974039018154144
591,-3.3709022776757465,194,-0.4255496859550476
592,-3.733812049908172,51,-1.148040771484375
593,-3.260430844917355,155,-0.6802939772605896
594,-3.63438776042562,51,-1.7597836256027222
595,-4.170948984383058,25,-1.4951902627944946
596,-4.253854085944752,77,-1.2313627004623413
597,-4.528468677350277,51,-2.7207446098327637
598,-4.875621809615249,38,-2.5843863487243652
599,-5.388059628653725,12,-7.827817440032959
600,-5.549253665788353,51,-2.535701274871826
601,-5.994328299209518,12,-3.385253667831421
602,-5.994895469288567,64,-2.586771249771118
603,-6.395405922359711,12,-5.5363311767578125
604,-6.55586533012374,38,-3.5435802936553955
605,-6.200278797111365,103,-0.8658313751220703
606,-5.480250917400229,155,-0.23202450573444366
607,-5.932225825660207,12,-5.81584358215332
608,-6.3390032430941865,12,-6.085617542266846
609,-5.505102918784768,168,-0.27543511986732483
610,-4.954592626906291,142,-0.6268008351325989
611,-5.4591333642156625,12,-7.752719402313232
612,-5.813220027794097,25,-2.5376415252685547
613,-6.131898025014688,25,-3.34135365486145
614,-6.218708222513219,51,-3.900219440460205
615,-6.496837400261898,25,-2.8224847316741943
616,-6.147153660235708,103,-1.064107894897461
617,-6.432438294212138,25,-1.91383695602417
618,-6.489194464790924,51,-2.45839786529541
619,-6.540275018311832,51,-1.3923962116241455
620,-6.686247516480649,38,-2.2751214504241943
