episode,total_reward,episode_length,loss
128,-6.005701323961323,77,-0.10636734962463379
129,-6.20513119156519,38,-1.1367733478546143
130,-6.484618072408671,25,-2.899959087371826
131,-6.436156265167805,64,-0.32402944564819336
132,-6.292540638651024,77,-0.05051235854625702
133,-6.263286574785923,64,-0.30775678157806396
134,-6.3369579173073305,51,-0.46696892380714417
135,-5.703262125576598,142,0.5780303478240967
136,-5.832935913018938,51,-0.6237943768501282
137,-6.049642321717044,38,-1.441437005996704
138,-5.64467808954534,116,0.26531916856765747
139,-5.780210280590806,52,-0.8828840255737305
140,-6.002189252531726,38,-1.3556408882141113
141,-6.201970327278553,38,-1.3912467956542969
142,-6.081773294550698,77,-0.1048603430390358
143,-6.173595965095628,51,-0.7408735156059265
144,-4.756236368586065,246,0.9172503352165222
145,-4.680612731727459,90,0.18257643282413483
146,-4.5125514585547135,103,0.23072855174541473
147,-4.461296312699242,90,0.04460284486413002
148,-4.215166681429318,116,0.3788117468357086
149,-4.693650013286387,25,-1.8948986530303955
150,-4.924285011957749,51,-0.4710322320461273
151,-5.331856510761974,25,-1.9368242025375366
152,-5.598670859685777,38,-1.0802640914916992
153,-5.9388037737172,25,-1.821485996246338
154,-4.84492339634548,207,0.7027112245559692
155,-4.7604310567109325,90,0.13050660490989685
156,-5.084387951039839,38,-1.2585196495056152
157,-5.375949155935856,38,-1.211385726928711
158,-5.83835424034227,12,-7.476781368255615
159,-5.554518816308043,103,0.18268656730651855
160,-5.699066934677239,51,-0.5569543242454529
161,-5.429160241209515,104,0.11125879734754562
162,-5.886244217088564,12,-8.193855285644531
163,-5.597619795379707,103,0.28580179810523987
164,-5.737857815841736,51,-0.6783303618431091
165,-5.964072034257563,38,-1.2417174577713013
166,-6.3676648308318065,12,-7.235422611236572
167,-6.430898347748626,51,-0.4925149381160736
168,-6.087808512973764,103,0.26301509141921997
169,-6.479027661676388,12,-9.907342910766602
170,-6.331124895508749,77,0.06354162096977234
171,-6.498012405957874,38,-0.9599196910858154
172,-6.248211165362087,90,0.1349330097436905
173,-5.823390048825878,116,0.33117005228996277
174,-5.941051043943291,51,-0.5255327224731445
175,-5.546945939548962,116,0.5350233316421509
176,-5.392251345594066,90,0.1319182962179184
177,-5.85302621103466,12,-10.848587036132812
178,-6.267723589931194,12,-6.586574077606201
179,-6.640951230938074,12,-6.083924770355225
180,-6.976856107844267,12,-8.044461250305176
181,-6.77917049705984,77,0.11275828629732132
182,-6.601253447353856,77,0.04537240415811539
183,-6.14112810261847,116,0.2626338601112366
184,-6.427015292356624,25,-1.8929972648620605
185,-6.584313763120962,38,-0.638505756855011
186,-6.4258823868088655,77,0.12410172820091248
187,-6.783294148127979,12,-5.427526950836182
188,-6.604964733315181,77,0.145538330078125
189,-6.944468259983663,12,-7.748966693878174
190,-6.450021433985297,116,0.5958044528961182
191,-6.705019290586768,25,-1.7693613767623901
192,-6.4345173615280915,90,0.24792709946632385
193,-6.191065625375283,90,0.2438601851463318
194,-6.171959062837756,64,-0.09868989884853363
195,-5.75476315655398,116,0.3578104078769684
196,-5.879286840898582,51,-0.2503325939178467
197,-5.591358156808724,103,0.4397736191749573
198,-5.432222341127852,90,0.38016653060913086
199,-5.5890001070150666,51,-0.47317489981651306
200,-6.03010009631356,12,-13.898597717285156
201,-6.327090086682205,25,-3.1460349559783936
202,-6.594381078013985,25,-1.686408519744873
203,-6.634942970212586,51,-0.3703455328941345
204,-6.3714486731913285,90,0.2211577594280243
205,-5.334303805872195,194,0.9614937901496887
206,-5.100873425284975,103,0.4863865077495575
207,-5.290786082756478,51,-0.29126837849617004
208,-5.361707474480831,64,-0.12310068309307098
209,-5.425536727032748,64,-0.11923149228096008
210,-5.6829830543294735,38,-1.1233471632003784
211,-6.114684748896527,12,-8.720118522644043
212,-6.103216274006874,64,-0.18514777719974518
213,-6.392894646606187,25,-2.7174477577209473
214,-6.753605181945569,12,-8.352943420410156
215,-7.078244663751012,12,-5.107762813568115
216,-7.370420197375911,12,-12.294052124023438
217,-6.43337817763832,168,0.7212033271789551
218,-6.790040359874489,12,-5.738716125488281
219,-6.71103632388704,64,0.021880578249692917
220,-6.639932691498336,64,0.004246972501277924
221,-6.575939422348503,64,0.20048873126506805
222,-6.918345480113652,12,-3.7205731868743896
223,-6.826510932102288,64,0.0730835348367691
224,-6.943859838892059,38,-0.9798222780227661
225,-6.649473855002853,90,0.5007402896881104
226,-6.984526469502568,12,-4.391494274139404
227,-6.986073822552312,51,-0.42029738426208496
228,-6.587466440297081,103,0.47550296783447266
229,-6.928719796267373,12,-9.177584648132324
230,-6.935847816640636,51,-0.2819664478302002
231,-7.1422630349765726,25,-1.3654675483703613
232,-7.328036731478916,25,-1.4979617595672607
233,-7.195233058331024,64,-0.22849880158901215
234,-6.975709752497921,77,0.2806670069694519
235,-7.078138777248129,38,-0.5123595595359802
236,-5.270324899523317,285,1.1221426725387573
237,-5.343292409570985,64,0.05543322116136551
238,-5.808963168613887,12,-7.388329029083252
239,-6.228066851752498,12,-4.867541790008545
240,-3.905260166577248,363,1.3617184162139893
241,-4.3147341499195235,38,-0.8202186822891235
242,-4.683260734927571,38,-0.3349904716014862
243,-4.114934661434814,155,0.9367915987968445
244,-4.003441195291333,103,0.5012093186378479
245,-4.6030970757622,12,-4.3220744132995605
246,-4.642787368185981,77,0.20416155457496643
247,-4.878508631367382,51,-0.15142229199409485
248,-5.090657768230645,51,-0.1908782571554184
249,-5.481591991407581,25,-1.4964748620986938
250,-5.833432792266823,25,-1.5869812965393066
251,-6.050089513040141,38,-0.6751939654350281
252,-5.745080561736127,103,0.5382362008094788
253,-5.6705725055625145,77,0.3563806414604187
254,-6.103515255006263,12,-7.211599349975586
255,-4.693163729505637,246,1.054897665977478
256,-5.223847356555074,12,-8.516234397888184
257,-5.401462620899567,51,-0.3940098285675049
258,-5.76131635880961,25,-1.6690479516983032
259,-5.48518472292865,103,0.4467338025569916
260,-5.436666250635785,77,0.22605641186237335
261,-5.192999625572206,103,0.5406239032745361
262,-5.673699663014985,12,-6.231394290924072
263,-6.106329696713487,12,-7.324634552001953
264,-6.295696727042138,38,-0.7294455766677856
265,-6.166127054337925,77,0.24434438347816467
266,-5.949514348904133,90,0.3270129859447479
267,-6.154562914013719,38,-0.6711086630821228
268,-4.939106622612348,220,1.082342267036438
269,-5.245195960351113,38,-0.7974696159362793
270,-5.520676364316002,38,-0.715294361114502
271,-5.468608727884402,77,0.30208727717399597
272,-5.921747855095962,12,-6.963072299957275
273,-6.029573069586366,51,-0.13392260670661926
274,-6.32661576262773,25,-1.9396761655807495
275,-6.693954186364957,12,-9.780234336853027
276,-6.824558767728461,38,-0.7612729072570801
277,-6.942102890955614,38,-0.9789032936096191
278,-6.847892601860053,64,0.11745525896549225
279,-6.863103341674048,51,-0.18580803275108337
280,-7.076793007506644,25,-1.5805071592330933
281,-7.26911370675598,25,-1.6239792108535767
282,-7.542202336080382,12,-10.429161071777344
283,-7.787982102472344,12,-7.582653045654297
284,-8.00918389222511,12,-9.027118682861328
285,-7.8082655030026,64,0.12549301981925964
286,-8.02743895270234,12,-7.538262844085693
287,-7.224695057432107,142,0.8480357527732849
288,-7.102225551688896,64,0.11164545267820358
289,-7.1920029965200065,38,-0.6281124353408813
290,-7.472802696868006,12,-6.5612473487854
291,-7.125522427181205,90,0.4880373775959015
292,-7.112970184463085,51,-0.07284245640039444
293,-7.301673166016776,25,-1.5041853189468384
294,-7.571505849415099,12,-8.314715385437012
295,-7.41435526447359,64,0.144248828291893
296,-6.572919738026232,155,0.8945975303649902
297,-6.315627764223609,90,0.42017796635627747
298,-5.884064987801248,116,0.6550368070602417
299,-6.195658489021124,25,-1.4267982244491577
300,-6.376092640119012,38,-0.5998997092247009
301,-6.338483376107112,64,-0.004469068720936775
302,-6.3046350384964,64,0.13583491742610931
303,-6.47417153464676,38,-0.57766193151474
304,-5.926754381182084,129,0.8035213947296143
305,-6.134078943063876,38,-0.6609539985656738
306,-6.1206710487574885,64,0.2663562595844269
307,-3.2086039438817395,441,1.587464451789856
308,-3.6877435494935655,38,-0.6787514090538025
309,-4.318969194544209,12,-7.944768905639648
310,-4.7870722750897885,25,-1.6573442220687866
311,-5.30836504758081,12,-6.060085296630859
312,-4.877528542822729,129,0.7125431299209595
313,-5.089775688540456,51,-0.11071214824914932
314,-5.580798119686411,12,-6.990696430206299
315,-6.02271830771777,12,-5.158248424530029
316,-6.420446476945993,12,-7.129693984985352
317,-6.378401829251393,64,0.3096625506877899
318,-6.140561646326255,90,0.47954538464546204
319,-6.42650548169363,25,-1.805155634880066
320,-6.283854933524267,77,0.2575874626636505
321,-6.45546944017184,38,-0.5177887678146362
322,-6.609922496154656,38,-0.7384875416755676
323,-6.2489302465391905,103,0.5246613025665283
324,-6.324037221885272,51,-0.06525644659996033
325,-6.391633499696745,51,-0.2394839972257614
326,-5.952470149727071,116,0.7610512375831604
327,-6.157223134754363,38,-0.4932716190814972
328,-6.341500821278927,38,-0.4946534037590027
329,-5.707350739151034,142,0.8525720834732056
330,-6.13661566523593,12,-4.4695329666137695
331,-6.122954098712338,64,0.20487560331821442
332,-6.310658688841104,38,-0.41269001364707947
333,-6.079592819956995,90,0.410442978143692
334,-6.471633537961296,12,-4.76147985458374
335,-6.8244701841651665,12,-7.130346775054932
336,-6.94202316574865,38,-0.38036832213401794
337,-6.747820849173785,77,0.3306010365486145
338,-6.873038764256407,38,-0.550250232219696
339,-5.985734887830766,168,0.8214513659477234
340,-5.78716139904769,90,0.4668663442134857
341,-6.108445259142922,25,-1.2659657001495361
342,-6.49760073322863,12,-5.979457855224609
343,-6.547840659905767,51,-0.09344395250082016
344,-6.69305659391519,38,-0.5872750282287598
345,-6.723750934523672,51,-0.10613752156496048
346,-7.051375841071304,12,-5.2804999351501465
347,-6.846238256964174,77,0.30059194564819336
348,-6.461614431267757,103,0.6166867613792419
349,-6.615452988140981,38,-0.4833137094974518
350,-6.653907689326883,51,-0.008158822543919086
351,-6.888516920394195,25,-1.2613404989242554
352,-6.599665228354776,90,0.4218131899833679
353,-6.139698705519298,116,0.5483196377754211
354,-6.525728834967368,12,-6.338008880615234
355,-6.573155951470632,51,-0.14060147106647491
356,-6.915840356323569,12,-6.114984512329102
357,-7.224256320691213,12,-6.4091715812683105
358,-6.901830688622092,90,0.4682472348213196
359,-7.0116476197598825,38,-0.4872044026851654
360,-7.010482857783894,51,-0.09434464573860168
361,-6.209434572005505,155,0.7757114768028259
362,-6.388491114804954,38,-0.4691635072231293
363,-6.249642003324459,77,0.30250704288482666
364,-4.724677802992012,259,1.171197772026062
365,-4.752210022692811,77,0.267315149307251
366,-4.57698902042353,103,0.6034775376319885
367,-4.919290118381177,38,-0.5633576512336731
368,-4.3273611065430595,155,0.7539196610450745
369,-4.194624995888754,103,0.6437789797782898
370,-4.575162496299878,38,-0.6179350018501282
371,-5.11764624666989,12,-5.422626495361328
372,-5.105881622002902,77,0.2904702126979828
373,-5.595293459802612,12,-4.648036956787109
374,-5.835764113822351,38,-0.5171991586685181
375,-6.252187702440116,12,-5.791196823120117
376,-6.426968932196105,38,-0.5219985842704773
377,-6.584272038976494,38,-0.5121148824691772
378,-6.925844835078845,12,-5.886075496673584
379,-7.23326035157096,12,-5.267030715942383
380,-6.2099343164138645,181,0.8210726380348206
381,-5.288940884772479,181,0.8629227876663208
382,-5.160046796295231,90,0.2680152356624603
383,-5.444042116665708,38,-0.28752580285072327
384,-5.299637904999138,90,0.4993354380130768
385,-4.469674114499224,181,0.9537574648857117
386,-3.9227067030493017,155,0.6684582829475403
387,-4.430436032744372,25,-1.340898036956787
388,-4.887392429469935,25,-1.3797392845153809
389,-5.398653186522942,12,-3.651972532272339
390,-5.6587878678706485,38,-0.31041109561920166
391,-6.092909081083584,12,-4.905707836151123
392,-6.483618172975226,12,-3.691178321838379
393,-6.635256355677703,38,-0.524472713470459
394,-6.171730720109934,116,0.683203935623169
395,-6.254557648098941,51,-0.07441860437393188
396,-6.129101883289047,77,0.23320987820625305
397,-6.316191694960142,38,-0.676812469959259
398,-6.584572525464128,25,-1.0935627222061157
399,-6.726115272917715,38,-0.4660320281982422
400,-6.9535037456259445,25,-1.922396183013916
401,-7.25815337106335,12,-6.673540115356445
402,-6.632338033957015,129,0.693917453289032
403,-6.869104230561314,25,-1.4474668502807617
404,-7.082193807505183,25,-1.9628888368606567
405,-7.173974426754665,38,-0.33376529812812805
406,-5.456576984079199,272,1.3289422988891602
407,-5.010919285671279,129,0.7817442417144775
408,-4.9098273571041515,90,0.40854331851005554
409,-5.4188446213937365,12,-5.2775702476501465
410,-5.376960159254363,77,0.28604358434677124
411,-5.639264143328926,38,-0.46823757886886597
412,-5.875337728996033,38,-0.5132123827934265
413,-5.98780395609643,51,-0.12864156067371368
414,-5.989023560486787,64,0.1677771657705307
415,-6.290121204438109,25,-1.2960996627807617
416,-6.461109083994298,38,-0.5703902840614319
417,-6.614998175594868,38,-0.4555465281009674
418,-6.753498358035381,38,-0.5399583578109741
419,-5.678148522231843,194,1.074114203453064
420,-5.910333670008659,38,-0.45280134677886963
421,-5.519300303007793,116,0.7193691730499268
422,-5.967370272707014,12,-5.696988582611084
423,-6.170633245436313,38,-0.4913494288921356
424,-5.8535699208926815,103,0.6616919040679932
425,-4.668212928803413,220,1.1274113655090332
426,-5.2013916359230725,12,-4.553542613983154
427,-5.3812524723307655,51,-0.04553963243961334
428,-5.743127225097689,25,-1.05087149143219
429,-6.168814502587921,12,-4.969780921936035
430,-6.351933052329128,38,-0.4361351430416107
431,-6.616739747096216,25,-1.4145022630691528
432,-6.855065772386594,25,-1.3794572353363037
433,-6.4695591951479345,103,0.5569509863853455
434,-6.022603275633141,116,0.7805414795875549
435,-6.320342948069828,25,-1.697733759880066
436,-5.488308653262846,168,1.1009385585784912
437,-5.839477787936562,25,-1.2092190980911255
438,-6.255530009142905,12,-6.493368148803711
439,-6.029977008228616,90,0.5263173580169678
440,-6.226979307405754,39,-0.7145190834999084
441,-5.8042813766651795,116,0.7484466433525085
442,-6.223853238998662,12,-7.794806003570557
443,-5.901467915098795,103,0.7673931121826172
444,-6.211321123588916,25,-2.0784268379211426
445,-6.490189011230025,25,-1.5790295600891113
446,-6.641170110107022,38,-0.6135503649711609
447,-6.97705309909632,12,-7.539497375488281
448,-6.779347789186688,77,0.45946070551872253
449,-6.3014130102680195,116,0.7360434532165527
450,-6.571271709241218,25,-1.5111345052719116
451,-5.114144538317096,246,1.3941227197647095
452,-5.502730084485387,25,-1.6887892484664917
453,-5.552457076036848,64,0.2660290002822876
454,-5.297211368433164,103,0.8283621668815613
455,-5.4674902315898475,51,-0.11909806728363037
456,-5.920741208430863,12,-6.379889011383057
457,-6.0286670875877775,51,-0.0554763488471508
458,-5.725800378829,103,0.8476647138595581
459,-5.8532203409461,51,-0.1444634199142456
460,-5.36789830685149,129,0.9058576226234436
461,-5.031108476166342,116,0.7181387543678284
462,-5.527997628549707,12,-2.8460693359375
463,-5.875197865694737,25,-2.3108654022216797
464,-5.687678079125264,90,0.5569552779197693
465,-5.618910271212737,77,0.5122879147529602
466,-5.057019244091464,142,0.9513134956359863
467,-5.051317319682318,77,0.3201935887336731
468,-5.246185587714087,51,-0.04532880336046219
469,-5.721567028942678,12,-5.5260186195373535
470,-5.84941032604841,51,0.03106961026787758
471,-5.664469293443569,90,0.5229669213294983
472,-5.998022364099213,25,-1.2271627187728882
473,-6.198220127689291,38,-0.37104445695877075
474,-5.378398114920362,168,1.0807005167007446
475,-5.540558303428326,51,-0.17473112046718597
476,-5.486502473085493,77,0.4864680767059326
477,-5.137852225776944,116,0.7112882733345032
478,-4.92406700319925,103,0.6972106695175171
479,-4.931660302879325,77,0.3558827340602875
480,-5.338494272591393,25,-1.4940447807312012
481,-5.1046448453322535,103,0.6723757982254028
482,-5.194180360799029,64,0.2087794691324234
483,-4.674762324719127,142,0.7615107893943787
484,-4.807286092247214,64,0.2008962333202362
485,-5.326557483022492,13,-11.181941032409668
486,-5.793901734720244,12,-11.3948392868042
487,-4.514511561248219,233,1.278592586517334
488,-4.563060405123397,77,0.2848794758319855
489,-4.706754364611058,64,0.17065075039863586
490,-4.536078928149952,103,0.5040954351425171
491,-4.382471035334957,103,0.5419436097145081
492,-4.744223931801462,38,-0.3647073209285736
493,-5.0698015386213156,38,-0.3266763389110565
494,-5.562821384759184,12,-6.6930012702941895
495,-5.706539246283266,51,-0.22605043649673462
496,-5.835885321654939,51,-0.167282834649086
497,-5.952296789489446,51,-0.21845495700836182
498,-6.357067110540501,12,-6.49746561050415
499,-6.021360399486451,103,0.4552380442619324
500,-5.619224359537806,116,0.6739323139190674
501,-5.957301923584025,25,-0.825477659702301
502,-6.361571731225623,12,-6.558599948883057
503,-6.72541455810306,12,-6.879336833953857
504,-6.552873102292755,77,0.126968652009964
505,-5.7975857920634795,155,0.8571917414665222
506,-5.617827212857132,90,0.34564948081970215
507,-4.556044491571419,207,0.6596875786781311
508,-4.400440042414277,103,0.3515620231628418
509,-4.8603960381728495,25,-1.2633957862854004
510,-5.274356434355565,25,-1.5114059448242188
511,-4.8469207909200085,129,0.6588683724403381
512,-5.062228711828008,51,-0.125082865357399
513,-5.356005840645207,38,-0.114921934902668
514,-5.8204052565806865,12,-0.7909565567970276
515,-5.238364730922618,142,0.3529486060142517
516,-5.714528257830357,12,-2.6969196796417236
517,-5.643075432047321,77,0.1718970090150833
518,-6.078767888842589,12,-0.7730676531791687
519,-6.4708910999583305,12,-2.826615571975708
520,-6.823801989962497,12,-0.7008134722709656
521,-7.141421790966247,12,-2.7998151779174805
522,-7.327279611869623,25,-0.46650925278663635
523,-6.794551650682661,116,0.3382832407951355
524,-6.115096485614395,142,0.5212116241455078
525,-6.4035868370529565,25,-0.35362330079078674
526,-6.463228153347661,51,-0.018097417429089546
527,-6.816905338012895,12,-7.389833927154541
528,-6.735214804211607,64,0.17663222551345825
529,-6.6616933237904465,64,0.1399049609899521
530,-6.595523991411403,64,0.23924604058265686
531,-6.9359715922702625,12,-2.7973575592041016
532,-6.242374433043237,142,0.5526228547096252
533,-6.418136989738913,38,-0.3254835903644562
534,-6.7763232907650215,12,-1.3307348489761353
535,-6.29869096168852,116,0.5943306088447571
536,-6.568821865519668,25,-1.5905451774597168
537,-6.911939678967702,12,-5.6124701499938965
538,-7.220745711070932,12,-6.079685211181641
539,-7.398671139963839,25,-0.8036016821861267
540,-7.458804025967455,38,-0.6146714687347412
541,-7.41292362337071,51,-0.08727569133043289
542,-7.471631261033639,38,-0.4530065357685089
543,-7.424468134930275,51,0.0004047856491524726
544,-7.382021321437247,51,0.04838070273399353
545,-7.443819189293523,38,-0.37899646162986755
546,-7.399437270364171,51,-0.047858111560344696
547,-6.959493543327754,103,0.3167365491390228
548,-6.163544188994979,155,0.5497864484786987
549,-5.547189770095481,142,0.5022070407867432
550,-5.892470793085933,25,-0.25652021169662476
551,-6.203223713777341,25,-0.14691729843616486
552,-6.182901342399607,64,0.04025520384311676
553,-6.264611208159646,51,0.07128719985485077
554,-6.438150087343682,38,-0.04620135575532913
555,-6.794335078609314,12,-0.637817919254303
556,-6.914901570748382,38,-0.018214011564850807
557,-5.723411413673544,207,0.6368846297264099
558,-6.05107027230619,25,-0.7396570444107056
559,-6.245963245075571,38,0.009654688648879528
560,-6.621366920568014,12,-2.6767702102661133
561,-6.459230228511212,77,0.21353138983249664
562,-5.813307205660092,142,0.4941284954547882
563,-5.5319764850940825,103,0.4908331036567688
564,-5.678778836584675,51,0.002200439805164933
565,-6.110900952926207,12,-2.9365997314453125
566,-6.199810857633587,51,-0.20604057610034943
567,-3.9798297718702282,350,1.107194185256958
568,-3.3818467946832054,168,0.7723473310470581
569,-2.2436621152148852,246,1.0427886247634888
570,-2.719295903693397,51,-0.06378903239965439
571,-3.247366313324057,38,-0.3877905011177063
572,-3.822629681991651,25,-0.8797699809074402
573,-4.040366713792486,64,0.0867256373167038
574,-4.536330042413238,25,-1.292374849319458
575,-4.882697038171914,38,-0.45434409379959106
576,-5.294427334354723,25,-1.2366448640823364
577,-4.9649846009192515,116,0.7529451847076416
578,-5.268486140827326,38,-0.6141665577888489
579,-4.541637526744593,168,0.8708215355873108
580,-4.487473774070135,90,0.4050927758216858
581,-4.338726396663121,103,0.4946430027484894
582,-4.904853756996809,12,-6.9244384765625
583,-5.114368381297129,51,-0.15070588886737823
584,-5.102931543167416,77,0.27661600708961487
585,-5.492638388850675,25,-1.4980857372283936
586,-4.843374549965608,155,0.8119668960571289
587,-4.859037094969048,77,0.26544445753097534
588,-4.273133385472144,155,0.7354705929756165
589,-4.24582004692493,90,0.40981435775756836
590,-4.721238042232437,25,-1.593723177909851
591,-4.249114238009193,142,0.7041407227516174
592,-4.424202814208274,64,0.03468720614910126
593,-3.981782532787447,142,0.6975001692771912
594,-3.983604279508702,90,0.35568320751190186
595,-3.985243851557832,90,0.40878644585609436
596,-4.286719466402049,51,-0.20372135937213898
597,-4.658047519761844,38,-0.6153277158737183
598,-5.0922427677856605,25,-1.554815411567688
599,-4.383018491007094,168,0.8956382274627686
600,-4.244716641906385,103,0.4507560431957245
601,-4.620244977715747,38,-0.6784151792526245
602,-5.158220479944172,12,-7.2292327880859375
603,-4.342398431949755,181,0.8139220476150513
604,-4.90815858875478,12,-6.565340518951416
605,-5.417342729879302,12,-6.4930338859558105
606,-5.8756084568913725,12,-7.378270626068115
607,-6.288047611202235,12,-7.157049655914307
608,-6.059242850082012,90,0.4492403566837311
609,-6.3533185650738115,25,-1.4113702774047852
610,-6.117986708566431,90,0.5120295882225037
611,-4.606188037709788,259,1.0753443241119385
612,-5.045569233938809,25,-1.5820496082305908
613,-5.141012310544928,64,0.11153359711170197
614,-5.126911079490435,77,0.21542024612426758
615,-5.114219971541392,77,0.23917576670646667
616,-4.702797974387252,129,0.6208531260490417
617,-5.132518176948527,25,-1.946772813796997
618,-5.6192663592536745,12,-7.118560314178467
619,-5.2573397233283075,116,0.5355686545372009
620,-5.531605750995476,38,-0.6123404502868652
